,ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
75,122138956,20190415,94977.0,3125-00267-1,652-069767,19193784+4016016,,J191937.84+401601.7,2101161742821561728,,5092997,STAR,tmgaia2,289.907666205713,40.2671623647012,tmgaia2,-1.08576,0.0404647,-2.83464,0.0471648,gaia2,1.68107,0.0261099,gaia2,72.1465647761939,12.2043218087401,302.931466267421,61.449798140741,8.873,0.016,7.32,0.03,,,,,,,,,,,4.122,0.22,3.503,0.186,3.185,0.252,DCD-333-111-000-0-0,,3.54,0.359,3.331,0.307,3.511,0.008,3.405,0.021,6.69588,0.000387,5.8349,0.0078,rered,gaia2,4036.0,122.0,,,,,65.4546,,,,,,GIANT,,,584.966,9.0045,0.0640357,0.01025964,,,,,,0.00530748,0.0152118,panstarrs,,,,,,,,,,,8.868,9.141,bj2018,,,dered,7.59917,0.002147,5.80093,0.002276,1,,hipvmag,tycho2b3,,0.668314806711358,0.731464021773473,289.907660079158,40.2671501600013,0.0197135362800641,0.024476098334177,0,0,271345880
76,274128781,20190415,97936.0,3149-00172-1,675-079028,19541471+4450504,,J195414.69+445050.2,2079112926916521472,,8710324,STAR,tmgaia2,298.561329607866,44.8473222307378,tmgaia2,-4.89779,0.0633658,-5.50413,0.0524845,gaia2,1.50782,0.0276384,gaia2,79.2680058074119,8.67345004698643,319.373305353158,63.473251932775,10.007,0.03,8.24,0.03,,,,,,,,,,,5.236,0.023,4.65,0.198,4.208,0.017,ACA-131-111-000-0-0,,4.138,0.317,3.989,0.177,4.183,0.015,4.074,0.023,7.54623,0.000379,6.637,0.0125,rered,gaia2,4059.0,122.0,,,,,53.9011,,,,,,GIANT,,,651.035,11.8085,0.151148,0.0221475,,,,,,0.0216292,0.0226658,panstarrs,,,,,,,,,,,11.598,12.019,bj2018,,,dered,8.50684,0.001758,6.61886,0.001805,1,,hipvmag,tycho2b,,1.06284207387322,0.813961451950714,298.561299864497,44.847298532404,0.026665002614252,0.0271133162237895,0,0,355486652
77,299217871,20190415,94814.0,3554-00100-1,707-062471,19173317+5120475,,J191733.18+512047.8,2133256109274840448,,12456737,STAR,tmgaia2,289.388295396417,51.3465149737661,tmgaia2,-18.5019,0.0485631,22.7797,0.0513924,gaia2,2.79683,0.0262129,gaia2,82.4641854467227,17.0309445665033,312.044091916881,71.9639105137557,9.053,0.018,7.49,0.03,,,,,,,,,,,4.099,0.292,3.309,0.208,2.894,0.302,DCD-333-111-000-0-0,,1.734,,2.718,0.539,2.779,0.01,2.677,0.017,6.61392,0.000974,5.5789,0.0063,rered,gaia2,3653.0,122.0,,,,,54.6123,,,,,,GIANT,,,353.926,3.3085,0.0268549,0.00435787,,,,,,0.00388776,0.00482798,panstarrs,,,,,,,,,,,3.278,3.339,bj2018,,,dered,7.87046,0.005539,5.53633,0.003348,1,,hipvmag,tycho2b3,,0.835455805832818,0.797099315349671,289.388167859068,51.3466130531,0.0215558194593197,0.0287074410924027,0,0,266690143
78,158433360,20190415,,3132-00837-1,668-073161,19094967+4333081,,J190949.67+433308.2,2105998150870718080,52414490,7810954,STAR,tmgaia2,287.456989717069,43.5523233027525,tmgaia2,-0.0963838,0.053198,-15.1502,0.0595097,gaia2,1.30245,0.0295944,gaia2,74.4572027227639,15.2172019601734,301.112292479509,65.1171176235434,10.359,0.032,8.799,0.006,,,,,,,,,,,5.904,0.021,5.061,0.036,4.904,0.017,AEA-111-111-000-0-0,,4.878,0.212,4.775,0.099,4.874,0.015,4.763,0.03,8.17808,0.000557,7.3023,0.0063,rered,gaia2,3974.0,122.0,,,,,42.5901,,,,,,GIANT,,,751.477,16.847,0.0246543,0.003807845,,,,,,0.00201467,0.00560102,panstarrs,,,,,,,,,,,16.476,17.218,bj2018,,,dered,9.11727,0.002032,7.25955,0.001671,1,,tycho2v3,tycho2b3,,0.888273078610596,0.92285611412171,287.456989144474,43.5522580727242,0.0246356723734603,0.0290000291672154,0,0,250821288
79,63368325,20190415,95943.0,3143-00339-1,666-076666,19304117+4302158,,J193041.19+430215.6,2125866188548442240,,7447756,STAR,tmgaia2,292.671588215201,43.037706642142,tmgaia2,-0.402962,0.0466767,-8.16671,0.0588067,gaia2,1.28409,0.0264164,gaia2,75.6148277659013,11.5570438437614,309.048593879642,63.4358689864527,9.47,,7.76,0.03,,,,,,,,,,,4.983,0.292,4.04,0.258,3.607,0.412,DDD-333-111-000-0-0,,3.495,0.414,3.324,0.285,3.446,0.019,3.351,0.02,6.99175,0.000677,6.05522,0.0062,rered,gaia2,3890.0,122.0,,,,,81.8108,,,,,,GIANT,,,761.982,15.461,0.0416592,0.00893937,,,,,,0.010754,0.00712474,panstarrs,,,,,,,,,,,15.153,15.769,bj2018,,,dered,8.03682,0.0031,6.01639,0.002445,1,,hipvmag,tycho2,,0.777989427526776,0.911888939694184,292.671585841464,43.0376714799181,0.0213425439075894,0.0264984862163781,0,0,294721095
80,138099760,20190415,96179.0,3143-01052-1,657-074150,19332176+4119469,,J193321.75+411946.6,2077577115326313472,51757337,6047321,STAR,tmgaia2,293.340697742381,41.3296959974836,tmgaia2,-1.25313,0.0478536,-18.8004,0.0503776,gaia2,2.59706,0.0291417,gaia2,74.2903380729086,10.343716712402,308.810891436604,61.6607451785501,9.028,0.0,8.16,0.03,,,,,,,,,,,6.625,0.023,6.275,0.026,6.152,0.018,AAA-111-111-000-0-0,,6.032,0.098,6.022,0.037,6.095,0.014,5.973,0.049,7.94305,0.000369,7.41306,0.0062,rered,gaia2,5277.0,122.0,,,,,10.7067,,,,,,GIANT,,,380.881,4.2605,0.0235222,0.00619368,,,,,,0.00606446,0.0063229,panstarrs,,,,,,,,,,,4.214,4.307,bj2018,,,dered,8.39485,0.0017,7.37069,0.002161,1,,hipvmag,apassdr9,,0.793044560816798,0.781343435022738,293.340690557319,41.329615051317,0.0221709377850658,0.0276851618252616,0,0,302032535
81,26413162,20190415,95524.0,3555-00686-1,705-064433,19254956+5051061,,J192549.57+505106.0,2136136967178617216,,12208512,STAR,tmgaia2,291.456526230167,50.8517383090299,tmgaia2,-0.153695,0.0485269,-25.2033,0.0673669,gaia2,2.06851,0.02564,gaia2,82.5225736539257,15.642287352514,315.040905055442,70.9519042266207,8.961,0.016,7.36,0.03,,,,,,,,,,,4.315,0.294,3.337,0.274,3.005,0.352,DDD-333-111-000-0-0,,2.058,,2.805,0.491,2.919,0.007,2.809,0.016,6.52957,0.000706,5.5644,0.0065,rered,gaia2,3795.0,122.0,,,,,67.4001,,,,,,GIANT,,,476.858,5.8755,0.0260222,0.00569744,,,,,,0.00579342,0.00560146,panstarrs,,,,,,,,,,,5.804,5.947,bj2018,,,dered,7.64068,0.003434,5.52501,0.002542,1,,hipvmag,tycho2b3,,0.833115453094134,1.04471027866432,291.456525181994,50.8516297948226,0.0216681380157472,0.0330632695990416,0,0,283369245
82,122516484,20190415,95245.0,3134-02254-1,638-068565,19224091+3734523,,J192240.89+373452.5,2051085757046109184,,2156801,STAR,tmgaia2,290.670441116365,37.5812225797165,tmgaia2,-14.3951,0.048132,9.63522,0.051952,gaia2,4.33926,0.0324828,gaia2,69.9439713580106,10.5004447066852,302.584000014373,58.7045759415002,7.709,0.018,6.58824,0.023,,,,,,,,,,,4.674,0.258,4.148,0.216,4.092,0.332,DCD-333-111-000-0-0,,4.035,0.378,3.783,0.242,4.015,0.015,3.963,0.022,6.29501,0.00039,5.6607,0.0061,rered,gaia2,4756.0,122.0,,,,,17.8734,,,,,,GIANT,,,228.947,1.716,0.0226209,0.007316945,,,,,,0.00627174,0.00836215,panstarrs,,,,,,,,,,,1.703,1.729,bj2018,,,dered,6.87261,0.001672,5.61922,0.001768,1,,sirful,tycho2b3,,0.788360707381687,0.805825920227356,290.670362908517,37.5812640647176,0.0222235808459082,0.0303016199940667,0,0,276529232
83,271043789,20190415,,3556-02199-1,677-071204,19373002+4513353,,J193730.04+451335.3,2079919315611727616,53723200,8960196,STAR,tmgaia2,294.375107605187,45.2264716984545,tmgaia2,-3.67239,0.0480328,-7.97902,0.0548171,gaia2,1.29906,0.0271712,gaia2,78.171007101537,11.45305565942,313.509074567152,65.0262862666054,9.455,0.024,8.307,0.002,,,,,,,,,,,6.193,0.02,5.624,0.02,5.483,0.02,AAA-111-111-000-0-0,,5.443,0.161,5.316,0.048,5.391,0.014,5.299,0.033,7.95252,0.001297,7.2646,0.0066,rered,spect,4548.58,24.51,,,-0.156,0.023,32.5679,,,,,,GIANT,,,753.416,15.548,0.0613207,,,,,,,,,panstarrs,,,,,,,,,,,,,bj2018,,,spect,8.59228,0.004271,7.22383,0.004295,1,,tycho2v3,tycho2b3,,0.806839331120361,0.850115432650564,294.375085155183,45.2264373443427,0.0229872044683687,0.0276686038526012,0,0,312792564
84,271346807,20190415,96693.0,3143-02178-1,665-078361,19392648+4249057,,J193926.51+424906.2,2077959092540451456,,7292420,STAR,tmgaia2,294.860368126127,42.818272702905,tmgaia2,20.1314,0.333986,30.4318,0.339577,gaia2,5.13057,0.178489,gaia2,76.1611070415344,10.0310892198554,312.185460972199,62.6637966406687,5.337,0.134967,5.415,0.096,,,,,,,,,,,5.365,0.027,5.455,0.02,5.44,0.021,AAA-111-111-000-0-0,,5.466,0.157,5.303,0.059,5.54,0.014,5.49,0.033,5.39627,0.00229004,5.4681,0.0074,rered,gaia2,11004.0,285.68,,,,,5.08867,0.213387,,,,,GIANT,,,194.251,6.8005,0.0230573,0.00689198,678.0,0.005642002,,,0.00101050327,0.005177,0.00860696,panstarrs,,,0.220031,0.206743,,,,,,,6.567,7.034,bj2018,260.34,311.019,dered,5.36391,0.001904,5.41885,0.00538,1,,mermil,mermil,,5.56269088901784,5.26598199065812,294.860486292873,42.8184037287716,0.157002768414919,0.163489596743689,0,0,318172452
85,272368236,20190415,97225.0,3148-00761-1,675-076846,19453796+4457493,,J194537.96+445749.4,2079735628451463296,,8766240,STAR,tmgaia2,296.408202572527,44.9637417388031,tmgaia2,-4.5834,0.0656981,-3.60663,0.0715357,gaia2,0.508728,0.0361663,gaia2,78.6165698323697,10.0612292391773,316.337598493991,64.2141410609159,7.357,0.024,7.5,0.03,,,,,,,,,,,7.776,0.026,7.888,0.027,7.918,0.02,AAA-111-111-000-0-0,,7.946,0.024,8.009,0.02,8.046,0.018,8.259,0.245,7.4507,0.000823,7.6356,0.0179,rered,gaia2,,,,,,,,,,,,,,,,1866.05,129.395,0.135004,0.0183218,,,,,,0.0201687,0.0164749,panstarrs,,,,,,,,,,,120.64,138.15,bj2018,,,,7.39436,0.001762,7.57974,0.001918,1,,hipvmag,tycho2b3,,1.10245934579222,1.10951004102677,296.408174681963,44.9637262102605,0.0290019044017754,0.0395937137436336,-1,0,335016470
86,27686813,20190415,97078.0,3569-00331-1,706-065825,19434310+5104006,,J194343.11+510400.4,2135406788381171328,55727934,12316020,STAR,tmgaia2,295.929605863653,51.0668335947724,tmgaia2,-4.87231,0.0580156,-5.91717,0.0507108,gaia2,1.6908,0.0265815,gaia2,83.9756938138708,13.1924651924048,322.731017021076,69.8003461867414,9.585,0.0,7.9,0.03,,,,,,,,,,,4.495,0.242,3.55,0.238,3.08,0.31,DDD-333-111-000-0-0,,2.187,,2.907,0.535,3.01,0.011,2.87,0.017,6.91655,0.00098,5.8613,0.0068,rered,gaia2,3630.0,122.0,,,,,81.1411,,,,,,GIANT,,,581.66,9.0635,0.040887,0.007385245,,,,,,0.00331759,0.0114529,panstarrs,,,,,,,,,,,8.925,9.202,bj2018,,,dered,8.21208,0.005242,5.82385,0.002577,1,,hipvmag,apassdr9,,0.996932762656155,0.786457658362805,295.92957248117,51.0668081180728,0.0267811734053711,0.0263115049882532,0,0,329737921
87,138296783,20190415,96256.0,3143-00520-1,658-076189,19341921+4125445,,J193419.21+412544.5,2077414353248711168,,6129225,STAR,tmgaia2,293.580049705997,41.4290421378175,tmgaia2,6.09755,0.0712766,-1.21371,0.08193,gaia2,4.38762,0.045552,gaia2,74.4636595267124,10.2295129537212,309.237629146164,61.694445505807,7.104,0.024,7.17042,0.023,,,,,,,,,,,7.169,0.034,7.268,0.018,7.297,0.017,AAA-111-111-000-0-0,,7.198,0.03,7.295,0.02,7.325,0.016,7.288,0.089,7.14279,0.000479,7.21441,0.0063,rered,gaia2,10973.0,359.15,4.04512,0.0723045,,,2.65863,0.0863945,2.86,0.385134,0.152193,0.0288874,DWARF,92.32318,9.30927,226.462,2.354,0.022092,0.01122528,686.0,0.00392434,,,0.00217885571,0.00781576,0.0146348,panstarrs,0.31878,0.451488,0.0956779,0.0771111,0.0226897,0.0350851,0.0593561,0.0852529,8.53354,10.085,2.33,2.378,bj2018,303.107,415.193,dered,7.14039,0.001355,7.19532,0.002414,1,,sirful,tycho2b3,,1.18160125126685,1.27090669397135,293.58008472092,41.4290369121269,0.0329048558642058,0.0501967883054612,1,0,304175911
88,239237342,20190415,,3149-00312-1,673-082296,19594752+4432205,,J195947.53+443221.0,2076143588378412416,52492438,8521828,STAR,tmgaia2,299.948029243611,44.5390758796215,tmgaia2,17.7212,0.0496309,37.0263,0.0510758,gaia2,3.02918,0.0274267,gaia2,79.5032844261009,7.66721395748014,321.048919256798,62.7710958075118,9.403,0.026,8.359,0.002,,,,,,,,,,,6.525,0.018,6.011,0.018,5.909,0.016,AAA-111-111-000-0-0,,5.881,0.114,5.82,0.044,5.862,0.015,5.795,0.041,8.061,0.000266,7.44487,0.006,rered,gaia2,4937.0,122.0,,,,,10.668,,,,,,GIANT,,,327.04,2.956,0.0539639,0.02044751,,,,,,0.00755642,0.0333386,panstarrs,,,,,,,,,,,2.93,2.982,bj2018,,,dered,8.61025,0.00115,7.40313,0.000992,1,,tycho2v3,tycho2b3,,0.831588731043383,0.792117739536125,299.948136289878,44.5392352984609,0.022519872421868,0.0264833154610744,0,0,367328015
89,63452716,20190415,95980.0,3556-01548-1,682-068626,19310109+4619544,,J193101.09+461954.5,2128261058011465088,,9651435,STAR,tmgaia2,292.754551170233,46.3317893962854,tmgaia2,4.46051,0.144409,2.85786,0.134989,gaia2,5.67276,0.0824894,gaia2,78.6664730344323,12.9578525831202,312.013622338836,66.4830404204739,7.127,0.024,7.15633,0.023,,,,,,,,,,,7.131,0.026,7.206,0.016,7.161,0.018,AAA-111-111-000-0-0,,7.146,0.038,7.219,0.019,7.249,0.017,7.163,0.082,7.1445,0.000529,7.20217,0.0064,rered,gaia2,10342.0,136.105,4.19707,0.0636572,,,2.15369,0.0596633,2.663,0.353222,0.266575,0.043096,DWARF,47.8058052,2.56247,175.452,2.5595,0.00823896,0.00196682,479.0,0.005898397,,,0.00329245743,0.00191553,0.00201811,panstarrs,0.242807,0.463638,0.0519271,0.0673995,0.0451211,0.0410708,0.0793529,0.0479616,2.51906,2.60588,2.523,2.596,bj2018,183.135,89.076,dered,7.14995,0.002316,7.18726,0.002728,1,,sirful,tycho2b3,,2.43565889817194,2.09358092242784,292.754578984132,46.3318017009639,0.070228765859558,0.0723763924462817,1,0,295757811
90,275493861,20190415,,3147-01242-1,668-077445,19324795+4325552,,J193247.94+432555.5,2126262042793757696,52447454,7756961,STAR,tmgaia2,293.199761789875,43.4320393964089,tmgaia2,-0.615592,0.0409456,9.80647,0.0433029,gaia2,2.00011,0.0223033,gaia2,76.1504323287994,11.3895729171684,310.166804214066,63.671603651845,9.261,0.018,7.71545,0.023,,,,,,,,,,,4.067,0.266,,,2.872,0.334,DXD-393-101-0c0-0-0,,2.006,,1.983,,2.878,0.012,2.755,0.02,6.71875,0.000843,5.6808,0.0087,rered,gaia2,3657.0,122.0,,,,,72.8816,,,,,,GIANT,,,492.923,5.461,0.0341659,0.01553697,,,,,,0.00717244,0.0239015,panstarrs,,,,,,,,,,,5.401,5.521,bj2018,,,dered,7.97992,0.004708,5.64249,0.00316,1,,sirful,tycho2b3,,0.68340334513775,0.671548844457745,293.199758140053,43.4320816187106,0.0189732854936996,0.0217988437085474,0,0,299992290
91,270787759,20190415,96357.0,3556-02227-1,678-073413,19352998+4526086,,J193529.97+452608.6,2127965946519825664,53720808,9094435,STAR,tmgaia2,293.874878433354,45.4357227009755,tmgaia2,5.32647,0.0396476,5.52448,0.0451113,gaia2,1.19449,0.0215299,gaia2,78.1985620420255,11.8613758625789,312.929664272802,65.3554516216685,9.714,0.0,8.17,0.03,,,,,,,,,,,5.101,0.024,4.464,0.186,4.09,0.017,ACA-131-111-000-0-0,,4.08,0.285,3.874,0.173,4.074,0.014,3.962,0.023,7.47224,0.000479,6.5687,0.0067,rered,gaia2,3961.0,122.0,,,,,67.1433,,,,,,GIANT,,,817.663,14.508,0.052267,0.00609289,,,,,,0.00966201,0.00252377,panstarrs,,,,,,,,,,,14.255,14.761,bj2018,,,dered,8.45284,0.002362,6.53219,0.002099,1,,hipvmag,apassdr9,,0.666477833609397,0.699614146087377,293.874911115582,45.4357464869359,0.0183522702324456,0.0233268731948207,0,0,307418071
92,273681135,20190415,97774.0,3561-02128-1,,19520719+4755545,,J195207.15+475554.3,2086465429887466368,,10683303,STAR,tmgaia2,298.029861287028,47.9317933353493,tmgaia2,-6.16706,0.135046,-9.13855,0.142994,gaia2,0.977525,0.0744094,gaia2,81.8067946325831,10.5125717188538,321.849410201322,66.3975479696065,5.722,0.021,5.90569,0.023,,,,,,,,,,,6.234,0.019,6.366,0.02,,,AAX-119-110-000-0-0,,6.466,0.08,6.425,0.026,6.536,0.016,6.492,0.056,5.87581,0.00112669,6.1004,0.0103,rered,gaia2,,,,,,,,,,,,,,,,1000.59,76.8265,0.0426958,0.00907948,,,,,,0.0083452,0.00981376,panstarrs,,,,,,,,,,,71.063,82.59,bj2018,,,,5.77748,0.002449,6.0532,0.004082,1,,sirful,tycho2b3,,2.29152162981648,2.21758696012479,298.029821657128,47.9317539888211,0.0613495343211764,0.0723321233374643,-1,0,350863500
93,27988816,20190415,,3561-00722-1,693-071537,19480966+4824009,,J194809.65+482400.4,2086732572553136896,54467153,10988024,STAR,tmgaia2,297.040248416275,48.4002061953303,tmgaia2,-3.9768,0.055781,-32.4812,0.074678,gaia2,1.66865,0.0323896,gaia2,81.9018630171463,11.3165250875903,320.922571211089,67.1195760142991,9.727,0.024,8.333,0.003,,,,,,,,,,,5.937,0.018,5.273,0.024,5.098,0.015,AAA-111-111-000-0-0,,5.03,0.207,4.97,0.078,5.058,0.014,4.985,0.029,7.89927,0.000461,7.1385,0.0074,rered,gaia2,4339.0,122.0,,,,,29.3367,,,,,,GIANT,,,589.38,11.342,0.0433755,0.008067825,,,,,,0.00616219,0.00997346,panstarrs,,,,,,,,,,,11.128,11.556,bj2018,,,dered,8.65033,0.002385,7.10181,0.002483,1,,tycho2v3,tycho2b3,,0.948278258044426,1.15810507169172,297.040222626658,48.4000663457209,0.0265043282195475,0.0371520120192596,0,0,340960628
94,26749509,20190415,95989.0,3560-00870-1,693-068277,19310557+4834558,,J193105.57+483455.6,2128924750717810560,,11031549,STAR,tmgaia2,292.773234661089,48.5821123526083,tmgaia2,0.20996,0.0961144,4.09478,0.0984108,gaia2,2.74123,0.0475019,gaia2,80.7577438792288,13.9206998676863,314.416299270919,68.5375995375488,7.115,0.023,7.22,0.03,,,,,,,,,,,7.296,0.019,7.42,0.02,7.452,0.017,AAA-111-111-000-0-0,,7.433,0.033,7.503,0.02,7.531,0.016,7.351,0.068,7.18876,0.000413,7.31333,0.0067,rered,,13364.0,187.0,,,,,,,,,,,,,,361.151,6.245,0.0234626,0.004578245,,,,,,0.00334232,0.00581417,panstarrs,,,,,,,,,,,6.139,6.351,bj2018,,,dered,7.15817,0.001814,7.29332,0.003935,1,,hipvmag,tycho2b3,,1.63500830422394,1.52607975107429,292.773236027577,48.5821299829112,0.0416463125251442,0.0466229734810114,-1,0,295749608
95,274130594,20190415,97906.0,3558-01872-1,678-077618,19534615+4528133,,J195346.15+452813.5,2079411684837733376,,9110718,STAR,tmgaia2,298.44230025007,45.4704106682153,tmgaia2,-1.44238,0.0485631,-1.13539,0.0505646,gaia2,1.55929,0.0279857,gaia2,79.7727293312493,9.05631896378605,319.807431923176,64.0719836689397,8.892,0.02,7.68,0.03,,,,,,,,,,,5.633,0.029,5.072,0.017,4.944,0.016,AAA-111-111-000-0-0,,4.874,0.192,4.761,0.09,4.894,0.014,4.842,0.028,7.32449,0.000232,6.6412,0.0223,rered,gaia2,4843.0,122.0,,,,,33.1823,,,,,,GIANT,,,629.923,11.1935,0.125907,0.03674765,,,,,,0.03084,0.0426553,panstarrs,,,,,,,,,,,10.998,11.389,bj2018,,,dered,7.9567,0.001796,6.6114,0.001994,1,,hipvmag,tycho2b3,,0.816452549224489,0.78421594603408,298.44229139445,45.4704057797309,0.0225310857138008,0.0269916609796005,0,0,354609479
96,268385933,20190415,98071.0,3562-01915-1,686-074512,19555407+4705242,,J195554.08+470524.1,2085660209419178496,,10096499,STAR,tmgaia2,298.975289747735,47.0900704867736,tmgaia2,20.3926,0.300102,-12.0621,0.294049,gaia2,5.27766,0.171647,gaia2,81.3822177612228,9.54228349749768,322.27650599347,65.3555313121195,7.02,0.001,6.88,0.001,,,,,,,,,,,6.526,0.041,6.432,0.038,6.428,0.016,AAA-111-111-000-0-0,,6.383,0.079,6.33,0.026,6.435,0.014,6.383,0.049,6.84032,0.00029,6.73804,0.0063,rered,spect,7960.0,132.846,3.54357,0.0833049,-0.6,0.15,3.87454,0.187558,1.914,0.295727,0.0329064,0.00695586,DWARF,54.2985229,4.696745,188.814,6.177,0.0298232,0.0184685,733.0,0.008501006,,,0.0001438057,0.0123336,0.0246034,panstarrs,0.20928,0.382175,0.200975,0.17414,0.00672251,0.00718921,0.087247,0.0793628,3.54185,5.85164,5.978,6.376,bj2018,109.485,156.206,spect,6.94153,0.001918,6.71615,0.002448,1,,mermil,mermil,,5.07618959140563,4.56062945224009,298.975418706765,47.0900185528039,0.148636806717802,0.161769406253126,1,0,358936451
97,26597283,20190415,95907.0,3560-02162-1,694-066858,19301733+4839235,,J193017.35+483923.6,2129676443013218304,54446087,11085556,STAR,tmgaia2,292.572248385106,48.6565440273223,tmgaia2,15.6316,0.061124,7.27585,0.0757982,gaia2,2.46591,0.0331992,gaia2,80.7684742308259,14.0726354509201,314.171601388363,68.6609715646637,10.016,0.033,8.8,0.03,,,,,,,,,,,6.692,0.021,6.11,0.016,5.992,0.017,AAA-111-111-000-0-0,,5.96,0.108,5.924,0.036,5.947,0.016,5.875,0.034,8.43909,0.000335,7.7616,0.0065,rered,gaia2,4564.0,122.0,,,,,12.9684,,,,,,GIANT,,,400.926,5.378,0.0163217,0.00422736,,,,,,0.0039955,0.00445922,panstarrs,,,,,,,,,,,5.307,5.449,bj2018,,,dered,9.07207,0.001622,7.71732,0.001339,1,,hipvmag,tycho2b3,,1.04009013307132,1.17546834348449,292.57235027074,48.6565753539439,0.0265180551355244,0.0374349459163278,0,0,293646980
98,416265665,20190415,94880.0,3550-00453-1,702-064404,19183010+5013393,,J191830.12+501339.3,2133045380999412608,,11910615,STAR,tmgaia2,289.625503550989,50.227616167812,tmgaia2,-6.19062,0.0436056,-3.96387,0.042768,gaia2,1.66305,0.02259,gaia2,81.4456949076528,16.4624090506113,311.006359984408,70.8844527790334,9.082,0.017,7.51,0.03,,,,,,,,,,,4.923,0.216,4.026,0.19,3.817,0.206,CCC-333-111-000-0-0,,3.62,0.387,3.448,0.147,3.573,0.014,3.482,0.021,6.86271,0.000388,5.9917,0.0067,rered,gaia2,3983.0,122.0,,,,,61.4845,,,,,,GIANT,,,591.134,7.9545,0.0315989,0.0059929,,,,,,0.00414168,0.00784412,panstarrs,,,,,,,,,,,7.849,8.06,bj2018,,,dered,7.79212,0.001644,5.95109,0.001877,1,,hipvmag,tycho2b3,,0.746735390521529,0.663282828356772,289.625461887052,50.2275991011568,0.0205926908534013,0.0224142181875525,0,0,269229329
99,158324062,20190415,93946.0,3546-00315-1,686-066444,19074378+4702087,,J190743.79+470208.9,2130641367544915584,,10064283,STAR,tmgaia2,286.932459994311,47.0357985669834,tmgaia2,7.94884,0.0668007,3.4277,0.0468539,gaia2,2.43404,0.0288291,gaia2,77.6579084427725,16.8937151372884,302.875953765466,68.551027906159,8.963,0.019,7.68,0.03,,,,,,,,,,,5.353,0.023,4.692,0.036,4.554,0.021,AEA-111-111-000-0-0,,4.533,0.263,4.355,0.139,4.519,0.015,4.435,0.027,7.24914,0.000343,6.5191,0.0069,rered,gaia2,4408.0,122.0,,,,,25.4621,,,,,,GIANT,,,406.086,4.7905,0.0263493,0.00616319,,,,,,0.00894814,0.00337824,panstarrs,,,,,,,,,,,4.735,4.846,bj2018,,,dered,7.95823,0.002346,6.47995,0.001986,1,,hipvmag,tycho2b3,,1.12961551930328,0.726770138156721,286.932510210158,47.0358133251473,0.0303372299229139,0.0278730134653093,0,0,246471642
100,290034749,20190415,95254.0,3551-00173-1,695-066090,19224843+4853069,,J192248.46+485306.8,2129553606948677120,54438546,11188366,STAR,tmgaia2,290.701892616552,48.8852757428124,tmgaia2,11.5262,0.0510832,-9.08729,0.0513979,gaia2,1.64001,0.024969,gaia2,80.4530427337424,15.2886428099511,311.292144811987,69.3745227776902,9.613,0.023,8.3,0.03,,,,,,,,,,,5.988,0.02,5.271,0.024,5.134,0.021,AAA-111-111-000-0-0,,5.06,0.2,4.991,0.083,5.091,0.015,5.033,0.027,7.85902,0.000356,7.119,0.0063,rered,gaia2,4376.0,122.0,,,,,29.0394,,,,,,GIANT,,,599.332,9.0385,0.0272542,0.00383253,,,,,,0.00478081,0.00288425,panstarrs,,,,,,,,,,,8.904,9.173,bj2018,,,dered,8.57918,0.001443,7.077,0.001338,1,,hipvmag,tycho2b3,,0.870024115991383,0.797043206822409,290.701968086509,48.8852366170048,0.0222721726415863,0.0244713639228927,0,0,277356649
101,120355394,20190415,93210.0,3119-02447-1,647-063726,18591229+3913022,,J185912.29+391302.3,2100218568000743680,,4136285,STAR,tmgaia2,284.801216369906,39.2173218003012,tmgaia2,-0.678988,0.0782362,-0.480703,0.0867254,gaia2,3.3205,0.0427029,gaia2,69.5140307341826,15.3633122521613,294.428879341393,61.407252285746,,,6.4122,0.0459,,,,,,,,,,,6.748,0.02,6.851,0.021,6.925,9.995,AAF-111-111-000-0-0,,6.873,0.055,6.929,0.02,6.984,0.016,6.502,0.048,6.38688,0.00124407,6.58271,0.0068,rered,,,,,,,,,,,,,,,,,298.633,3.838,0.048986,0.00966525,,,,,,0.0112146,0.0081159,panstarrs,,,,,,,,,,,3.79,3.886,bj2018,,,,6.31779,0.002935,6.54986,0.00293,1,,gaia2,,,1.28779460887241,1.34491279619782,284.80121259655,39.2173197306078,0.0350756220390943,0.0424182082005369,-1,0,232357303
